6.445535 [INFO ] PPSGEN count=1 interval_ns=1000000016 dev_ns=16 phase_ns=0 hwphase_ns=2366800 trim_ppb=0 cfg=4 p_ns=295850 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
7.445878 [INFO ] PPSGEN count=2 interval_ns=1000000032 dev_ns=32 phase_ns=2517338 hwphase_ns=2364176 trim_ppb=0 cfg=4 p_ns=258540 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
8.445580 [INFO ] PPSGEN count=3 interval_ns=999704176 dev_ns=-295824 phase_ns=2227339 hwphase_ns=2065712 trim_ppb=0 cfg=4 p_ns=225896 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
9.445330 [INFO ] PPSGEN count=4 interval_ns=999744144 dev_ns=-255856 phase_ns=1949340 hwphase_ns=1807200 trim_ppb=0 cfg=4 p_ns=197663 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
10.445091 [INFO ] PPSGEN count=5 interval_ns=999776784 dev_ns=-223216 phase_ns=1719340 hwphase_ns=1581328 trim_ppb=0 cfg=4 p_ns=172958 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
11.444972 [INFO ] PPSGEN count=6 interval_ns=999805024 dev_ns=-194976 phase_ns=1644341 hwphase_ns=1383712 trim_ppb=0 cfg=4 p_ns=151344 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
12.444976 [INFO ] PPSGEN count=7 interval_ns=999829728 dev_ns=-170272 phase_ns=1633342 hwphase_ns=1210800 trim_ppb=0 cfg=4 p_ns=132432 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
13.444974 [INFO ] PPSGEN count=8 interval_ns=999851328 dev_ns=-148672 phase_ns=1630342 hwphase_ns=1059472 trim_ppb=0 cfg=4 p_ns=115880 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
14.444993 [INFO ] PPSGEN count=9 interval_ns=999870240 dev_ns=-129760 phase_ns=1632342 hwphase_ns=927072 trim_ppb=0 cfg=4 p_ns=101399 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
15.445203 [INFO ] PPSGEN count=10 interval_ns=999886800 dev_ns=-113200 phase_ns=1824341 hwphase_ns=811216 trim_ppb=0 cfg=4 p_ns=88727 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
16.444993 [INFO ] PPSGEN count=11 interval_ns=999901296 dev_ns=-98704 phase_ns=1632342 hwphase_ns=709856 trim_ppb=0 cfg=4 p_ns=77641 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
17.445014 [INFO ] PPSGEN count=12 interval_ns=999913952 dev_ns=-86048 phase_ns=1685342 hwphase_ns=621168 trim_ppb=0 cfg=4 p_ns=67940 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
18.445001 [INFO ] PPSGEN count=13 interval_ns=999925040 dev_ns=-74960 phase_ns=1637342 hwphase_ns=543552 trim_ppb=0 cfg=4 p_ns=59451 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
19.445018 [INFO ] PPSGEN count=14 interval_ns=999934736 dev_ns=-65264 phase_ns=1654342 hwphase_ns=475632 trim_ppb=0 cfg=4 p_ns=52022 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
20.445364 [INFO ] PPSGEN count=15 interval_ns=999943232 dev_ns=-56768 phase_ns=1981341 hwphase_ns=416208 trim_ppb=0 cfg=4 p_ns=45523 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
21.445010 [INFO ] PPSGEN count=16 interval_ns=999950672 dev_ns=-49328 phase_ns=1656343 hwphase_ns=364240 trim_ppb=0 cfg=4 p_ns=39839 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
22.445023 [INFO ] PPSGEN count=17 interval_ns=999957152 dev_ns=-42848 phase_ns=1659343 hwphase_ns=318752 trim_ppb=0 cfg=4 p_ns=34864 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
23.445038 [INFO ] PPSGEN count=18 interval_ns=999962848 dev_ns=-37152 phase_ns=1647343 hwphase_ns=278944 trim_ppb=0 cfg=4 p_ns=30510 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
24.445027 [INFO ] PPSGEN count=19 interval_ns=999967808 dev_ns=-32192 phase_ns=1630343 hwphase_ns=244112 trim_ppb=0 cfg=4 p_ns=26700 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
25.445032 [INFO ] PPSGEN count=20 interval_ns=999972176 dev_ns=-27824 phase_ns=1652344 hwphase_ns=213648 trim_ppb=0 cfg=4 p_ns=23368 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
26.445025 [INFO ] PPSGEN count=21 interval_ns=999975984 dev_ns=-24016 phase_ns=1625344 hwphase_ns=186976 trim_ppb=0 cfg=4 p_ns=20451 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
27.443606 [INFO ] PPSGEN count=22 interval_ns=999979312 dev_ns=-20688 phase_ns=271347 hwphase_ns=166288 trim_ppb=0 cfg=4 p_ns=0 d_ns=0 (pico_gnss pico-gnss-rs/src/main.rs:358)
